name,iso_code,latittude,longitude
"Merthyr Tydfil",GB-Y3,NULL,NULL
"Merton",GB-I4,NULL,NULL
"Mid Glamorgan",GB-94,51.65536000000,-3.40090500000
"Middlesbrough",GB-I5,NULL,NULL
"Midlothian",GB-V5,NULL,NULL
"Milton Keynes",GB-I6,NULL,NULL
"Monmouthshire",GB-Y4,NULL,NULL
"Moray",GB-V6,NULL,NULL
"Moyle",GB-S8,NULL,NULL
"Neath Port Talbot",GB-Y5,NULL,NULL
"Newcastle upon Tyne",GB-I7,NULL,NULL
"Newham",GB-I8,NULL,NULL
"Newport",GB-Y6,NULL,NULL
"Newry and Mourne",GB-S9,NULL,NULL
"Newtownabbey",GB-T1,NULL,NULL
"Norfolk",GB-I9,NULL,NULL
"North Ayrshire",GB-V7,NULL,NULL
"North Down",GB-T2,NULL,NULL
"North East Lincolnshire",GB-J2,NULL,NULL
"North Lanarkshire",GB-V8,NULL,NULL
"North Lincolnshire",GB-J3,NULL,NULL
"North Somerset",GB-J4,NULL,NULL
"North Tyneside",GB-J5,NULL,NULL
"North Yorkshire",GB-J7,NULL,NULL
"Northamptonshire",GB-J1,NULL,NULL
"Northumberland",GB-J6,NULL,NULL
"Nottingham",GB-J8,NULL,NULL
"Nottinghamshire",GB-J9,NULL,NULL
"Oldham",GB-K1,NULL,NULL
"Omagh",GB-T3,NULL,NULL
"Orkney",GB-V9,NULL,NULL
"Oxfordshire",GB-K2,NULL,NULL
"Pembrokeshire",GB-Y7,NULL,NULL
"Perth and Kinross",GB-W1,NULL,NULL
"Peterborough",GB-K3,NULL,NULL
"Plymouth",GB-K4,NULL,NULL
"Poole",GB-K5,NULL,NULL
"Portsmouth",GB-K6,NULL,NULL
"Powys",GB-Y8,NULL,NULL
"Reading",GB-K7,NULL,NULL
"Redbridge",GB-K8,NULL,NULL
"Redcar and Cleveland",GB-K9,NULL,NULL
"Renfrewshire",GB-W2,NULL,NULL
"Rhondda Cynon Taff",GB-Y9,NULL,NULL
"Richmond upon Thames",GB-L1,NULL,NULL
"Rochdale",GB-L2,NULL,NULL
"Rotherham",GB-L3,NULL,NULL
"Rutland",GB-L4,NULL,NULL
"Salford",GB-L5,NULL,NULL
"Sandwell",GB-L7,NULL,NULL
"Scottish Borders, The",GB-T9,NULL,NULL
"Sefton",GB-L8,NULL,NULL
"Sheffield",GB-L9,NULL,NULL
"Shetland Islands",GB-W3,NULL,NULL
"Shropshire",GB-L6,NULL,NULL
"Slough",GB-M1,NULL,NULL
"Solihull",GB-M2,NULL,NULL
"Somerset",GB-M3,NULL,NULL
"South Ayrshire",GB-W4,NULL,NULL
"South Glamorgan",GB-96,51.54850600000,-3.32428000000
"South Gloucestershire",GB-M6,NULL,NULL
"South Lanarkshire",GB-W5,NULL,NULL
"South Tyneside",GB-M7,NULL,NULL
"South Yorkshire",GB-37,NULL,NULL
"Southampton",GB-M4,NULL,NULL
"Southend-on-Sea",GB-M5,NULL,NULL
"Southwark",GB-M8,NULL,NULL
"St. Helens",GB-N1,NULL,NULL
"Staffordshire",GB-M9,NULL,NULL
"Stirling",GB-W6,NULL,NULL
"Stockport",GB-N2,NULL,NULL
"Stockton-on-Tees",GB-N3,NULL,NULL
"Stoke-on-Trent",GB-N4,NULL,NULL
"Strabane",GB-T4,NULL,NULL
"Strathclyde",GB-87,NULL,NULL
"Suffolk",GB-N5,NULL,NULL
"Sunderland",GB-N6,NULL,NULL
"Surrey",GB-N7,NULL,NULL
"Sutton",GB-N8,NULL,NULL
"Swansea",GB-Z1,NULL,NULL
"Swindon",GB-N9,NULL,NULL
"Tameside",GB-O1,NULL,NULL
"Tayside",GB-88,55.87392000000,-3.98927800000
"Telford and Wrekin",GB-O2,NULL,NULL
"Thurrock",GB-O3,NULL,NULL
"Torbay",GB-O4,NULL,NULL
"Torfaen",GB-Z2,NULL,NULL
"Tower Hamlets",GB-O5,NULL,NULL
"Trafford",GB-O6,NULL,NULL
"Tyne and Wear",GB-41,55.05392800000,-2.01769700000
"Vale of Glamorgan, The",GB-Z3,NULL,NULL
"Wakefield",GB-O7,NULL,NULL
"Walsall",GB-O8,NULL,NULL
"Waltham Forest",GB-O9,NULL,NULL
"Wandsworth",GB-P1,NULL,NULL
"Warrington",GB-P2,NULL,NULL
"Warwickshire",GB-P3,NULL,NULL
"West Berkshire",GB-P4,NULL,NULL
"West Dunbartonshire",GB-W7,NULL,NULL
"West Glamorgan",GB-97,51.80183100000,-3.81081800000
"West Lothian",GB-W9,NULL,NULL
"West Midlands",GB-43,NULL,NULL
"West Sussex",GB-P6,NULL,NULL
"West Yorkshire",GB-45,NULL,NULL
"Westminster",GB-P5,NULL,NULL
"Wigan",GB-P7,NULL,NULL
"Wiltshire",GB-P8,NULL,NULL
"Windsor and Maidenhead",GB-P9,NULL,NULL
"Wirral",GB-Q1,NULL,NULL
"Wokingham",GB-Q2,NULL,NULL
"Wolverhampton",GB-Q3,NULL,NULL
"Worcestershire",GB-Q4,NULL,NULL
"Wrexham",GB-Z4,NULL,NULL
"York",GB-Q5,NULL,NULL
"Saint Andrew",GD-01,NULL,NULL
"Saint David",GD-02,12.04876000000,-61.66408900000
"Saint George",GD-03,NULL,NULL
"Saint John",GD-04,NULL,NULL
"Saint Mark",GD-05,12.19327000000,-61.69646100000
"Saint Patrick",GD-06,NULL,NULL
"Abashis Raioni",GE-01,NULL,NULL
"Abkhazia",GE-02,NULL,NULL
"Adigenis Raioni",GE-03,NULL,NULL
"Ajaria",GE-04,NULL,NULL
"Akhalgoris Raioni",GE-05,NULL,NULL
"Akhalk'alak'is Raioni",GE-06,NULL,NULL
"Akhalts'ikhis Raioni",GE-07,NULL,NULL
"Akhmetis Raioni",GE-08,NULL,NULL
"Ambrolauris Raioni",GE-09,NULL,NULL
"Aspindzis Raioni",GE-10,NULL,NULL
"Baghdat'is Raioni",GE-11,NULL,NULL
"Bolnisis Raioni",GE-12,NULL,NULL
"Borjomis Raioni",GE-13,NULL,NULL
"Ch'khorotsqus Raioni",GE-15,NULL,NULL
"Ch'okhatauris Raioni",GE-16,NULL,NULL
"Chiat'ura",GE-14,NULL,NULL
"Dedop'listsqaros Raioni",GE-17,NULL,NULL
"Dmanisis Raioni",GE-18,NULL,NULL
"Dushet'is Raioni",GE-19,NULL,NULL
"Gardabanis Raioni",GE-20,NULL,NULL
"Gori",GE-21,41.98136100000,44.10953900000
"Goris Raioni",GE-22,NULL,NULL
"Gurjaanis Raioni",GE-23,NULL,NULL
"Javis Raioni",GE-24,NULL,NULL
"K'arelis Raioni",GE-25,NULL,NULL
"K'ut'aisi",GE-31,NULL,NULL
"Kaspis Raioni",GE-26,NULL,NULL
"Kharagaulis Raioni",GE-27,NULL,NULL
"Khashuris Raioni",GE-28,NULL,NULL
"Khobis Raioni",GE-29,NULL,NULL
"Khonis Raioni",GE-30,NULL,NULL
"Lagodekhis Raioni",GE-32,NULL,NULL
"Lanch'khut'is Raioni",GE-33,NULL,NULL
"Lentekhis Raioni",GE-34,NULL,NULL
"Marneulis Raioni",GE-35,NULL,NULL
"Martvilis Raioni",GE-36,NULL,NULL
"Mestiis Raioni",GE-37,NULL,NULL
"Mts'khet'is Raioni",GE-38,NULL,NULL
"Ninotsmindis Raioni",GE-39,NULL,NULL
"Onis Raioni",GE-40,NULL,NULL
"Ozurget'is Raioni",GE-41,NULL,NULL
"P'ot'i",GE-42,NULL,NULL
"Qazbegis Raioni",GE-43,NULL,NULL
"Qvarlis Raioni",GE-44,NULL,NULL
"Rust'avi",GE-45,NULL,NULL
"Sach'kheris Raioni",GE-46,NULL,NULL
"Sagarejos Raioni",GE-47,NULL,NULL
"Samtrediis Raioni",GE-48,NULL,NULL
"Senakis Raioni",GE-49,NULL,NULL
"Sighnaghis Raioni",GE-50,NULL,NULL
"T'bilisi",GE-51,41.70998100000,44.79299800000
"T'elavis Raioni",GE-52,NULL,NULL
"T'erjolis Raioni",GE-53,NULL,NULL
"T'et'ritsqaros Raioni",GE-54,NULL,NULL
"T'ianet'is Raioni",GE-55,NULL,NULL
"Tqibuli",GE-56,NULL,NULL
"Ts'ageris Raioni",GE-57,NULL,NULL
"Tsalenjikhis Raioni",GE-58,NULL,NULL
"Tsalkis Raioni",GE-59,NULL,NULL
"Tsqaltubo",GE-60,NULL,NULL
"Vanis Raioni",GE-61,NULL,NULL
"Zestap'onis Raioni",GE-62,NULL,NULL
"Zugdidi",GE-63,42.50212900000,41.86095000000
"Zugdidis Raioni",GE-64,NULL,NULL
"Ashanti",GH-02,NULL,NULL
"Brong-Ahafo",GH-03,NULL,NULL
"Central",GH-04,NULL,NULL
"Eastern",GH-05,6.44303300000,-0.45833300000
"Greater Accra",GH-01,NULL,NULL
"Northern",GH-06,NULL,NULL
"Upper East",GH-10,10.73333300000,-0.75336200000
"Upper West",GH-11,NULL,NULL
"Volta",GH-08,NULL,NULL
"Western",GH-09,NULL,NULL
"Nordgronland",GL-01,NULL,NULL
"Ostgronland",GL-02,NULL,NULL
"Vestgronland",GL-03,NULL,NULL
"Banjul",GM-01,NULL,NULL
"Lower River",GM-02,13.40000000000,-15.69166600000
"MacCarthy Island",GM-03,NULL,NULL
"North Bank",GM-07,13.46358600000,-15.93333300000
"Upper River",GM-04,13.38408700000,-14.16666600000
"Western",GM-05,NULL,NULL
"Beyla",GN-01,8.70833300000,-8.32543800000
"Boffa",GN-02,10.29713800000,-14.11744500000
"Boke",GN-03,11.05738500000,-14.40833300000
"Conakry",GN-04,NULL,NULL
"Coyah",GN-30,9.99166600000,-13.50913300000
"Dabola",GN-05,10.62050500000,-10.92080000000
"Dalaba",GN-06,11.82565000000,-12.54923400000
"Dinguiraye",GN-07,11.62797400000,-10.69166600000
"Dubreka",GN-31,9.77487000000,-13.48532000000
"Faranah",GN-09,9.85000000000,-10.79884000000
"Forecariah",GN-10,9.39332500000,-13.04166700000
"Fria",GN-11,11.91163300000,-12.66392200000
"Gaoual",GN-12,11.74166600000,-13.35833300000
"Gueckedou",GN-13,8.69157900000,-10.20002500000
"Kankan",GN-32,10.63750000000,-9.78145000000
"Kerouane",GN-15,11.42648900000,-9.59666600000
"Kindia",GN-16,10.35795000000,-13.60195000000
"Kissidougou",GN-17,9.26666700000,-9.85833300000
"Koubia",GN-33,12.17557100000,-12.28612600000
"Koundara",GN-18,12.35833300000,-13.15911100000
"Kouroussa",GN-19,10.53333300000,-10.06809100000
"Labe",GN-34,11.49756100000,-12.82544400000
"Lelouma",GN-35,11.45833400000,-12.74166600000
"Lola",GN-36,7.90833400000,-8.32500000000
"Macenta",GN-21,8.37845700000,-9.38333300000
"Mali",GN-22,12.07159600000,-12.10029600000
"Mamou",GN-23,10.14962200000,-11.95538900000
"Mandiana",GN-37,10.68639300000,-8.65833300000
"Nzerekore",GN-38,8.45470000000,-9.18000000000
"Pita",GN-25,11.39863300000,-10.80420000000
"Siguiri",GN-39,11.66214100000,-9.31443100000
"Telimele",GN-27,10.85380000000,-13.48212500000
"Tougue",GN-28,11.50833400000,-11.60000000000
"Yomou",GN-29,10.67230000000,-12.27363300000
"Annobon",GQ-03,NULL,NULL
"Bioko Norte",GQ-04,NULL,NULL
"Bioko Sur",GQ-05,3.44171700000,8.69603800000
"Centro Sur",GQ-06,1.59166700000,10.47500000000
"Kie-Ntem",GQ-07,1.95833400000,10.87500000000
"Litoral",GQ-08,NULL,NULL
"Wele-Nzas",GQ-09,1.47865600000,10.95000000000
"Aitolia kai Akarnania",GR-31,NULL,NULL
"Akhaia",GR-38,NULL,NULL
"Argolis",GR-36,NULL,NULL
"Arkadhia",GR-41,NULL,NULL
"Arta",GR-20,39.25707800000,21.13104500000
"Attiki",GR-35,NULL,NULL
"Dhodhekanisos",GR-47,NULL,NULL
"Drama",GR-04,41.27141700000,24.15833300000
"Evritania",GR-30,NULL,NULL
"Evros",GR-01,41.03061600000,26.05834000000
"Evvoia",GR-34,38.51207500000,23.71331900000
"Florina",GR-08,40.74059100000,21.42466200000
"Fokis",GR-32,NULL,NULL
"Fthiotis",GR-29,38.95657500000,22.95626400000
"Grevena",GR-10,40.05029000000,21.41260300000
"Ilia",GR-39,NULL,NULL
"Imathia",GR-12,NULL,NULL
"Ioannina",GR-17,39.65595500000,20.83422600000
"Iraklion",GR-45,NULL,NULL
"Kardhitsa",GR-23,NULL,NULL
"Kastoria",GR-09,40.46666700000,21.13924700000
"Kavala",GR-14,40.89588900000,24.36059900000
"Kefallinia",GR-27,38.27713100000,20.58068200000
"Kerkira",GR-25,NULL,NULL
"Khalkidhiki",GR-15,40.50811100000,23.66490700000
"Khania",GR-43,NULL,NULL
"Khios",GR-50,38.37340900000,26.13921900000
"Kikladhes",GR-49,NULL,NULL
"Kilkis",GR-06,41.03333300000,22.76358500000
"Korinthia",GR-37,NULL,NULL
"Kozani",GR-11,NULL,NULL
"Lakonia",GR-42,36.90253400000,22.68818900000
"Larisa",GR-21,39.64526900000,22.35071100000
"Lasithi",GR-46,35.18553500000,25.88944000000
"Lesvos",GR-51,39.51049700000,25.81025700000
"Levkas",GR-26,38.91051900000,21.99813100000
"Magnisia",GR-24,39.29857900000,23.13448500000
"Messinia",GR-40,NULL,NULL
"Pella",GR-07,40.89761000000,22.18916500000
"Pieria",GR-16,NULL,NULL
"Preveza",GR-19,39.15395500000,20.69682000000
"Rethimni",GR-44,NULL,NULL
"Rodhopi",GR-02,NULL,NULL
"Samos",GR-48,37.66152900000,26.50289900000
"Serrai",GR-05,41.09339100000,23.56204000000
"Thesprotia",GR-18,NULL,NULL
"Thessaloniki",GR-13,NULL,NULL
"Trikala",GR-22,39.63895000000,21.70864900000
"Voiotia",GR-33,38.37576500000,23.07972500000
"Xanthi",GR-03,41.14840000000,24.85059100000
"Zakinthos",GR-28,37.78287900000,20.89777900000
"Alta Verapaz",GT-01,15.59693200000,-90.11435900000
"Baja Verapaz",GT-02,NULL,NULL
"Chimaltenango",GT-03,NULL,NULL
"Chiquimula",GT-04,NULL,NULL
"El Progreso",GT-05,NULL,NULL
"Escuintla",GT-06,14.19149900000,-91.05903900000
"Guatemala",GT-07,NULL,NULL
"Huehuetenango",GT-08,NULL,NULL
"Izabal",GT-09,NULL,NULL
"Jalapa",GT-10,NULL,NULL
"Jutiapa",GT-11,14.14986900000,-89.89818000000
"Peten",GT-12,NULL,NULL
"Quetzaltenango",GT-13,NULL,NULL
"Quiche",GT-14,NULL,NULL
"Retalhuleu",GT-15,14.45346700000,-91.84187600000
"Sacatepequez",GT-16,NULL,NULL
"San Marcos",GT-17,NULL,NULL
"Santa Rosa",GT-18,NULL,NULL
"Solola",GT-19,14.70996800000,-91.28942600000
"Suchitepequez",GT-20,14.37617100000,-91.44000700000
"Totonicapan",GT-21,15.03840900000,-91.36536100000
"Zacapa",GT-22,NULL,NULL
"Bafata",GW-01,12.16644500000,-14.68468500000
"Biombo",GW-12,11.88055000000,-15.79065000000
"Bissau",GW-11,NULL,NULL
"Bolama",GW-05,11.58886500000,-15.46892500000
"Cacheu",GW-06,12.26849000000,-16.16520500000
"Gabu",GW-10,12.12055000000,-14.09820000000
"Oio",GW-04,12.28655000000,-15.29860000000
"Quinara",GW-02,11.57370000000,-15.38870000000
"Tombali",GW-07,11.30083800000,-15.40993900000
"Barima-Waini",GY-10,7.76928500000,-59.74872600000
"Cuyuni-Mazaruni",GY-11,6.19683300000,-59.97946100000
"Demerara-Mahaica",GY-12,NULL,NULL
"East Berbice-Corentyne",GY-13,3.88860300000,-57.49950400000
"Essequibo Islands-West Demerara",GY-14,6.61415900000,-58.50034100000
"Mahaica-Berbice",GY-15,6.27841800000,-57.82864600000
"Pomeroon-Supenaam",GY-16,NULL,NULL
"Potaro-Siparuni",GY-17,4.86159600000,-59.21807100000
"Upper Demerara-Berbice",GY-18,NULL,NULL
"Upper Takutu-Upper Essequibo",GY-19,NULL,NULL
"Atlantida",HN-01,NULL,NULL
"Choluteca",HN-02,NULL,NULL
"Colon",HN-03,15.54875500000,-85.72819300000
"Comayagua",HN-04,14.55119300000,-87.64852500000
"Copan",HN-05,NULL,NULL
"Cortes",HN-06,NULL,NULL
"El Paraiso",HN-07,13.96111100000,-86.39726500000
"Francisco Morazan",HN-08,NULL,NULL
"Gracias a Dios",HN-09,15.29768500000,-84.07476100000
"Intibuca",HN-10,14.25496100000,-88.17953600000
"Islas de la Bahia",HN-11,NULL,NULL
"La Paz",HN-12,14.12759600000,-87.91394500000
"Lempira",HN-13,14.45465900000,-88.64879800000
"Ocotepeque",HN-14,14.47501700000,-89.03560600000
"Olancho",HN-15,14.82005200000,-85.99571100000
"Santa Barbara",HN-16,NULL,NULL
"Valle",HN-17,13.54993100000,-87.58001200000
"Yoro",HN-18,NULL,NULL
"Bjelovarsko-Bilogorska",HR-01,NULL,NULL
"Brodsko-Posavska",HR-02,NULL,NULL
"Dubrovacko-Neretvanska",HR-03,NULL,NULL
"Grad Zagreb",HR-21,NULL,NULL
"Istarska",HR-04,NULL,NULL
"Karlovacka",HR-05,NULL,NULL
"Koprivnicko-Krizevacka",HR-06,NULL,NULL
"Krapinsko-Zagorska",HR-07,NULL,NULL
"Licko-Senjska",HR-08,NULL,NULL
"Medimurska",HR-09,NULL,NULL
"Osjecko-Baranjska",HR-10,NULL,NULL
"Pozesko-Slavonska",HR-11,NULL,NULL
"Primorsko-Goranska",HR-12,NULL,NULL
"Sibensko-Kninska",HR-13,NULL,NULL
"Sisacko-Moslavacka",HR-14,NULL,NULL
"Splitsko-Dalmatinska",HR-15,NULL,NULL
"Varazdinska",HR-16,NULL,NULL
"Viroviticko-Podravska",HR-17,NULL,NULL
"Vukovarsko-Srijemska",HR-18,NULL,NULL
"Zadarska",HR-19,NULL,NULL
"Zagrebacka",HR-20,NULL,NULL
"Artibonite",HT-06,19.33818300000,-72.63196700000
"Centre",HT-07,19.00888500000,-72.02500000000
"Grand' Anse",HT-08,18.51210500000,-73.76998900000
"Nord",HT-09,19.57530000000,-72.33333300000
"Nord-Est",HT-10,19.50875600000,-71.89555800000
"Nord-Ouest",HT-03,19.85233100000,-73.04646200000
"Ouest",HT-11,NULL,NULL
"Sud",HT-12,18.22723200000,-73.69685300000
"Sud-Est",HT-13,18.25833400000,-72.43686300000
"Bacs-Kiskun",HU-01,NULL,NULL
"Baranya",HU-02,NULL,NULL
"Bekes",HU-03,NULL,NULL
"Bekescsaba",HU-26,46.68421600000,21.08675300000
"Borsod-Abauj-Zemplen",HU-04,NULL,NULL
"Budapest",HU-05,NULL,NULL
"Csongrad",HU-06,NULL,NULL
"Debrecen",HU-07,NULL,NULL
"Dunaujvaros",HU-27,46.98066800000,18.91270600000
"Eger",HU-28,47.90319800000,20.37310700000
"Fejer",HU-08,NULL,NULL
"Gyor",HU-25,NULL,NULL
"Gyor-Moson-Sopron",HU-09,NULL,NULL
"Hajdu-Bihar",HU-10,NULL,NULL
"Heves",HU-11,NULL,NULL
"Hodmezovasarhely",HU-29,46.43041100000,20.31882900000
"Jasz-Nagykun-Szolnok",HU-20,NULL,NULL
"Kaposvar",HU-30,46.36653000000,17.78248300000
"Kecskemet",HU-31,46.90620000000,19.68998800000
"Komarom-Esztergom",HU-12,NULL,NULL
"Miskolc",HU-13,NULL,NULL
"Nagykanizsa",HU-32,46.45523700000,16.99534100000
"Nograd",HU-14,NULL,NULL
"Nyiregyhaza",HU-33,47.95316100000,21.72679200000
"Pecs",HU-15,NULL,NULL
"Pest",HU-16,NULL,NULL
"Somogy",HU-17,NULL,NULL
"Sopron",HU-34,47.68489800000,16.58305300000
"Szabolcs-Szatmar-Bereg",HU-18,NULL,NULL
"Szeged",HU-19,NULL,NULL
"Szekesfehervar",HU-35,47.18871500000,18.41380800000
"Szolnok",HU-36,47.17466200000,20.17628000000
"Szombathely",HU-37,47.23514000000,16.62191700000
"Tatabanya",HU-38,47.58618600000,18.39476600000
"Tolna",HU-21,NULL,NULL
"Vas",HU-22,NULL,NULL
"Veszprem",HU-23,NULL,NULL
"Zala",HU-24,NULL,NULL
"Zalaegerszeg",HU-40,46.84538900000,16.84723500000
"Aceh",ID-01,NULL,NULL
"Bali",ID-02,NULL,NULL
"Banten",ID-33,-6.41211500000,105.96122300000
"Bengkulu",ID-03,NULL,NULL
"Gorontalo",ID-34,0.69913300000,122.16102400000
"Jakarta Raya",ID-04,NULL,NULL
"Jambi",ID-05,NULL,NULL
"Jawa Barat",ID-30,NULL,NULL
"Jawa Tengah",ID-07,NULL,NULL
"Jawa Timur",ID-08,NULL,NULL
"Kalimantan Barat",ID-11,NULL,NULL
"Kalimantan Selatan",ID-12,NULL,NULL
"Kalimantan Tengah",ID-13,NULL,NULL
"Kalimantan Timur",ID-14,NULL,NULL
"Kepulauan Bangka Belitung",ID-35,-2.40208400000,106.92331600000
"Lampung",ID-15,NULL,NULL
"Maluku",ID-28,-3.63680200000,130.30754100000
"Maluku Utara",ID-29,0.07981700000,126.89476400000
"Nusa Tenggara Barat",ID-17,NULL,NULL
"Nusa Tenggara Timur",ID-18,NULL,NULL
"Papua",ID-09,NULL,NULL
"Riau",ID-19,NULL,NULL
"Sulawesi Selatan",ID-20,NULL,NULL
"Sulawesi Tengah",ID-21,NULL,NULL
"Sulawesi Tenggara",ID-22,NULL,NULL
"Sulawesi Utara",ID-31,NULL,NULL
"Sumatera Barat",ID-24,NULL,NULL
"Sumatera Selatan",ID-32,-3.22161000000,106.21448500000
"Sumatera Utara",ID-26,NULL,NULL
"Yogyakarta",ID-10,NULL,NULL
"Carlow",IE-01,NULL,NULL
"Cavan",IE-02,NULL,NULL
"Clare",IE-03,NULL,NULL
"Cork",IE-04,NULL,NULL
"Donegal",IE-06,NULL,NULL
"Dublin",IE-07,NULL,NULL
"Galway",IE-10,NULL,NULL
"Kerry",IE-11,NULL,NULL
"Kildare",IE-12,NULL,NULL
"Kilkenny",IE-13,NULL,NULL
"Laois",IE-15,NULL,NULL
"Leitrim",IE-14,NULL,NULL
"Limerick",IE-16,NULL,NULL
"Longford",IE-18,NULL,NULL
"Louth",IE-19,NULL,NULL
"Mayo",IE-20,NULL,NULL
"Meath",IE-21,NULL,NULL
"Monaghan",IE-22,NULL,NULL
"Offaly",IE-23,NULL,NULL
"Roscommon",IE-24,NULL,NULL
"Sligo",IE-25,NULL,NULL
"Tipperary",IE-26,NULL,NULL
"Waterford",IE-27,NULL,NULL
"Westmeath",IE-29,NULL,NULL
"Wexford",IE-30,NULL,NULL
"Wicklow",IE-31,NULL,NULL
"HaDarom",IL-01,NULL,NULL
"HaMerkaz",IL-02,NULL,NULL
"HaZafon",IL-03,NULL,NULL
"Hefa",IL-04,NULL,NULL
"Tel Aviv",IL-05,NULL,NULL
"Yerushalayim",IL-06,NULL,NULL
"Andaman and Nicobar Islands",IN-01,NULL,NULL
"Andhra Pradesh",IN-02,NULL,NULL
"Arunachal Pradesh",IN-30,NULL,NULL
"Assam",IN-03,NULL,NULL
"Bihar",IN-34,NULL,NULL
"Chandigarh",IN-05,NULL,NULL
"Chhattisgarh",IN-37,NULL,NULL
"Dadra and Nagar Haveli",IN-06,NULL,NULL
"Daman and Diu",IN-32,NULL,NULL
"Delhi",IN-07,NULL,NULL
"Goa",IN-33,NULL,NULL
"Gujarat",IN-09,NULL,NULL
"Haryana",IN-10,NULL,NULL
"Himachal Pradesh",IN-11,NULL,NULL
"Jammu and Kashmir",IN-12,NULL,NULL
"Jharkhand",IN-38,NULL,NULL
"Karnataka",IN-19,NULL,NULL
"Kerala",IN-13,NULL,NULL
"Lakshadweep",IN-14,10.33261700000,72.74059000000
"Madhya Pradesh",IN-35,NULL,NULL
"Maharashtra",IN-16,NULL,NULL
"Manipur",IN-17,NULL,NULL
"Meghalaya",IN-18,NULL,NULL
"Mizoram",IN-31,NULL,NULL
"Nagaland",IN-20,NULL,NULL
"Orissa",IN-21,NULL,NULL
"Pondicherry",IN-22,NULL,NULL
"Punjab",IN-23,NULL,NULL
"Rajasthan",IN-24,NULL,NULL
"Sikkim",IN-29,NULL,NULL
"Tamil Nadu",IN-25,NULL,NULL
"Tripura",IN-26,NULL,NULL
"Uttar Pradesh",IN-36,NULL,NULL
"Uttaranchal",IN-39,NULL,NULL
"West Bengal",IN-28,NULL,NULL
"Al Anbar",IQ-01,NULL,NULL
"Al Basrah",IQ-02,NULL,NULL
"Al Muthanna",IQ-03,NULL,NULL
"Al Qadisiyah",IQ-04,31.83727400000,45.10155300000
"An Najaf",IQ-17,NULL,NULL
"Arbil",IQ-11,NULL,NULL
"As Sulaymaniyah",IQ-05,NULL,NULL
"At Ta'mim",IQ-13,NULL,NULL
"Babil",IQ-06,32.65605100000,44.53195800000
"Baghdad",IQ-07,NULL,NULL
"Dahuk",IQ-08,NULL,NULL
"Dhi Qar",IQ-09,NULL,NULL
"Diyala",IQ-10,NULL,NULL
"Karbala'",IQ-12,NULL,NULL
"Maysan",IQ-14,31.99154000000,47.08336500000
"Ninawa",IQ-15,NULL,NULL
"Salah ad Din",IQ-18,34.54493600000,43.70288100000
"Wasit",IQ-16,32.69417600000,45.55818900000
"Ardabil",IR-32,NULL,NULL
"Azarbayjan-e Bakhtari",IR-01,NULL,NULL
"Azarbayjan-e Khavari",IR-02,NULL,NULL
"Bakhtaran",IR-13,NULL,NULL
"Bushehr",IR-22,NULL,NULL
"Chahar Mahall va Bakhtiari",IR-03,NULL,NULL
"Esfahan",IR-28,NULL,NULL
"Fars",IR-07,NULL,NULL
"Gilan",IR-08,NULL,NULL
"Golestan",IR-37,NULL,NULL
"Hamadan",IR-09,NULL,NULL
"Hormozgan",IR-11,NULL,NULL
"Ilam",IR-10,NULL,NULL
"Kerman",IR-29,NULL,NULL
"Khorasan",IR-30,NULL,NULL
"Khuzestan",IR-15,NULL,NULL
"Kohkiluyeh va Buyer Ahmadi",IR-05,NULL,NULL
"Kordestan",IR-16,NULL,NULL
"Lorestan",IR-23,NULL,NULL
"Markazi",IR-34,NULL,NULL
"Mazandaran",IR-35,NULL,NULL
"Qazvin",IR-38,NULL,NULL
"Qom",IR-39,NULL,NULL
"Semnan",IR-25,NULL,NULL
"Sistan va Baluchestan",IR-04,NULL,NULL
"Tehran",IR-26,NULL,NULL
"Yazd",IR-31,NULL,NULL
"Zanjan",IR-36,NULL,NULL
"Akranes",IS-01,64.32235700000,-22.07443000000
"Akureyri",IS-02,65.68386800000,-18.11046000000
"Arnessysla",IS-03,NULL,NULL
"Austur-Bardastrandarsysla",IS-04,NULL,NULL
"Austur-Hunavatnssysla",IS-05,NULL,NULL
"Austur-Skaftafellssysla",IS-06,NULL,NULL
"Borgarfjardarsysla",IS-07,NULL,NULL
"Dalasysla",IS-08,NULL,NULL
"Eyjafjardarsysla",IS-09,NULL,NULL
"Gullbringusysla",IS-10,NULL,NULL
"Hafnarfjordur",IS-11,NULL,NULL
"Husavik",IS-12,66.04763000000,-17.34359900000
"Isafjordur",IS-13,66.07055800000,-23.12886000000
"Keflavik",IS-14,64.00653800000,-22.57210000000
"Kjosarsysla",IS-15,NULL,NULL
"Kopavogur",IS-16,64.11103000000,-21.90569200000
"Myrasysla",IS-17,NULL,NULL
"Neskaupstadur",IS-18,NULL,NULL
"Nordur-Isafjardarsysla",IS-19,NULL,NULL
"Nordur-Mulasysla",IS-20,NULL,NULL
"Nordur-Tingeyjarsysla",IS-21,NULL,NULL
"Olafsfjordur",IS-22,66.06517000000,-18.65763300000
"Rangarvallasysla",IS-23,NULL,NULL
"Reykjavik",IS-24,64.13533800000,-21.89521000000
"Saudarkrokur",IS-25,NULL,NULL
"Seydisfjordur",IS-26,65.26666700000,-14.00000000000
"Siglufjordur",IS-27,NULL,NULL
"Skagafjardarsysla",IS-28,NULL,NULL
"Snafellsnes- og Hnappadalssysla",IS-29,NULL,NULL
"Strandasysla",IS-30,NULL,NULL
